company,bean_origin,bean_origin,review_date,cocoa_percent,company_location,rating,bean_origin,bean_origin
Marana,Cusco,Peru,2016,70%,Peru,2.75,Cusco,Peru
Marana,San Martin,Peru,2016,70%,Peru,3.0,San Martin,Peru
Marou,"Tan Phu Dong Island, Heart of Darkness",Vietnam,2015,85%,Vietnam,3.25,"Tan Phu Dong Island, Heart of Darkness",Vietnam
Marou,Ben Tre,Vietnam,2015,68%,Vietnam,3.5,Ben Tre,Vietnam
Marou,"Dak Lak, Batch 2451",Vietnam,2015,70%,Vietnam,3.75,"Dak Lak, Batch 2451",Vietnam
Marou,"Tan Phu Dong, Treasure Island",Vietnam,2013,75%,Vietnam,3.5,"Tan Phu Dong, Treasure Island",Vietnam
Marou,Ba Ria,Vietnam,2012,76%,Vietnam,3.5,Ba Ria,Vietnam
Marou,Dong Nai,Vietnam,2012,72%,Vietnam,3.5,Dong Nai,Vietnam
Marou,"Tien Giang, Gao Co-op",Vietnam,2012,70%,Vietnam,3.5,"Tien Giang, Gao Co-op",Vietnam
Marou,Ben Tre,Vietnam,2012,78%,Vietnam,3.5,Ben Tre,Vietnam
Marou,Tien Giang,Vietnam,2012,80%,Vietnam,3.0,Tien Giang,Vietnam
Marou,Lam Dong,Vietnam,2012,74%,Vietnam,3.5,Lam Dong,Vietnam
Mars,"Matina 1-6, prototype",Costa Rica,2010,65%,U.S.A.,3.0,"Matina 1-6, prototype",Costa Rica
Mars,Ivory Coast,Ivory Coast,2010,65%,U.S.A.,3.0,Ivory Coast,Ivory Coast
Mars,Nigeria,Nigeria,2010,65%,U.S.A.,3.25,Nigeria,Nigeria
Mars,"Ghana, prototype",Ghana,2010,65%,U.S.A.,3.5,"Ghana, prototype",Ghana
Marsatta,Dominican Republic,Dominican Republic,2013,74%,U.S.A.,2.25,Dominican Republic,Dominican Republic
Marsatta,Dominican Republic,Dominican Republic,2013,89%,U.S.A.,2.5,Dominican Republic,Dominican Republic
Martin Mayer,Alto Beni,Bolivia,2016,76%,Austria,2.75,Alto Beni,Bolivia
Martin Mayer,Pisa,Haiti,2016,82%,Austria,3.0,Pisa,Haiti
Martin Mayer,Tumaco,Colombia,2016,74%,Austria,3.25,Tumaco,Colombia
Mast Brothers,Guatemala,Guatemala,2015,76%,U.S.A.,3.0,Guatemala,Guatemala
Mast Brothers,Tanzania,Tanzania,2015,74%,U.S.A.,3.25,Tanzania,Tanzania
Mast Brothers,French Laundry 20th Anniversary,"Peru, Belize",2014,75%,U.S.A.,3.75,French Laundry 20th Anniversary,"Peru, Belize"
Mast Brothers,Shake Shack,"Peru, Mad., Dom. Rep.",2012,73%,U.S.A.,3.5,Shake Shack,"Peru, Mad., Dom. Rep."
Mast Brothers,Chuao,Venezuela,2012,73%,U.S.A.,2.75,Chuao,Venezuela
Mast Brothers,"Chuao, Med. Roast",Venezuela,2011,76%,U.S.A.,3.0,"Chuao, Med. Roast",Venezuela
Mast Brothers,"Chuao, Dark Roast",Venezuela,2011,70%,U.S.A.,3.0,"Chuao, Dark Roast",Venezuela
Mast Brothers,"Chuao, Light Roast",Venezuela,2011,81%,U.S.A.,2.75,"Chuao, Light Roast",Venezuela
Mast Brothers,Moho River,Belize,2011,70%,U.S.A.,3.5,Moho River,Belize
Mast Brothers,Papua New Guinea,Papua New Guinea,2011,71%,U.S.A.,2.75,Papua New Guinea,Papua New Guinea
Mast Brothers,San Martin,Peru,2011,75%,U.S.A.,3.0,San Martin,Peru
Mast Brothers,Conacado,Dominican Republic,2011,73%,U.S.A.,3.25,Conacado,Dominican Republic
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",Dominican Republic,2011,74%,U.S.A.,3.75,"La Red de Guanconejo, N. Highlands coop",Dominican Republic
Mast Brothers,Patanemo,Venezuela,2010,81%,U.S.A.,2.75,Patanemo,Venezuela
Mast Brothers,Ocumare de la Costa,Venezuela,2010,75%,U.S.A.,3.0,Ocumare de la Costa,Venezuela
Mast Brothers,"Dominican Republic, Coop",Dominican Republic,2010,70%,U.S.A.,3.25,"Dominican Republic, Coop",Dominican Republic
Matale,"Malekula P., 2013",Vanuatu,2013,72%,Australia,3.5,"Malekula P., 2013",Vanuatu
Matale,"Somia, 2013",Madagascar,2013,68%,Australia,4.0,"Somia, 2013",Madagascar
Matale,"Kulili P., 2013",Papua New Guinea,2013,74%,Australia,4.0,"Kulili P., 2013",Papua New Guinea
Matale,Blend,"PNG, Vanuatu, Mad",2013,70%,Australia,3.75,Blend,"PNG, Vanuatu, Mad"
Maverick,Maya Mountain,Belize,2014,70%,U.S.A.,3.25,Maya Mountain,Belize
Maverick,Elvesia,Dominican Republic,2014,70%,U.S.A.,3.25,Elvesia,Dominican Republic
Maverick,Tumbes,Peru,2014,82%,U.S.A.,3.25,Tumbes,Peru
Maverick,"Morropon, Norandiono Coop, Piura",Peru,2014,63%,U.S.A.,3.5,"Morropon, Norandiono Coop, Piura",Peru
Mayacama,Hispaniola,Domincan Republic,2016,72%,U.S.A.,3.0,Hispaniola,Domincan Republic
Meadowlands,Bolivia,Bolivia,2014,70%,U.S.A.,2.5,Bolivia,Bolivia
Meadowlands,Venezuela,Venezuela,2014,70%,U.S.A.,2.75,Venezuela,Venezuela
Meadowlands,Belize,Belize,2014,70%,U.S.A.,3.0,Belize,Belize
Meadowlands,"Nicaragua, w/ inbs",Nicaragua,2014,70%,U.S.A.,3.0,"Nicaragua, w/ inbs",Nicaragua
Meadowlands,Dominican Republic,Dominican Republic,2014,70%,U.S.A.,3.5,Dominican Republic,Dominican Republic
Menakao (aka Cinagra),Madagascar,Madagascar,2012,80%,Madagascar,2.5,Madagascar,Madagascar
Menakao (aka Cinagra),Madagascar,Madagascar,2012,72%,Madagascar,2.5,Madagascar,Madagascar
Mesocacao,El Salvador,El Salvador,2015,80%,Honduras,2.75,El Salvador,El Salvador
Mesocacao,El Salvador,El Salvador,2015,70%,Honduras,3.0,El Salvador,El Salvador
Mesocacao,Honduras,Honduras,2014,80%,Honduras,3.25,Honduras,Honduras
Mesocacao,Honduras,Honduras,2014,70%,Honduras,3.5,Honduras,Honduras
Mesocacao,"La Tronca, Matagalpa",Nicaragua,2014,70%,Honduras,3.25,"La Tronca, Matagalpa",Nicaragua
Mesocacao,"La Tronca, Matagalpa",Nicaragua,2014,80%,Honduras,3.5,"La Tronca, Matagalpa",Nicaragua
Metiisto,"Fazenda Sempre Firme P., Bahia",Brazil,2014,70%,Sweden,3.0,"Fazenda Sempre Firme P., Bahia",Brazil
Metiisto,Akesson Estate,Madagascar,2014,72%,Sweden,3.5,Akesson Estate,Madagascar
Metropolitan,South America,South America,2015,70%,Amsterdam,3.5,South America,South America
Michel Cluizel,"Chiapas, Mokaya P.",Mexico,2012,66%,France,3.75,"Chiapas, Mokaya P.",Mexico
Michel Cluizel,"Carenero Superior, Concepcion",Venezuela,2007,66%,France,3.5,"Carenero Superior, Concepcion",Venezuela
Michel Cluizel,Vila Gracinda,Sao Tome,2007,67%,France,3.5,Vila Gracinda,Sao Tome
Michel Cluizel,Tamarina,Sao Tome,2006,70%,France,3.0,Tamarina,Sao Tome
Michel Cluizel,Los Ancones P.,Dominican Republic,2006,67%,France,4.0,Los Ancones P.,Dominican Republic
Michel Cluizel,Mangaro P.,Madagascar,2006,65%,France,4.0,Mangaro P.,Madagascar
Michel Cluizel,Maralumi P.,Papua New Guinea,2006,64%,France,4.0,Maralumi P.,Papua New Guinea
Middlebury,Maya Mountain,Belize,2015,80%,U.S.A.,3.5,Maya Mountain,Belize
Middlebury,San Juan Estate,Trinidad,2015,70%,U.S.A.,3.5,San Juan Estate,Trinidad
Middlebury,Oko Caribe,Dominican Republic,2015,75%,U.S.A.,3.75,Oko Caribe,Dominican Republic
Middlebury,"Patanemo, Epoch, Donaldo",Venezuela,2015,75%,U.S.A.,3.75,"Patanemo, Epoch, Donaldo",Venezuela
Middlebury,Kokoa Kamili,Tanzania,2015,75%,U.S.A.,3.25,Kokoa Kamili,Tanzania
Middlebury,"Matagalpa, Cacao Bisiesto",Nicaragua,2015,70%,U.S.A.,3.5,"Matagalpa, Cacao Bisiesto",Nicaragua
Middlebury,La Red,Dominican Republic,2013,75%,U.S.A.,2.5,La Red,Dominican Republic
Middlebury,Belize,Belize,2013,80%,U.S.A.,3.25,Belize,Belize
Middlebury,Alto Beni,Bolivia,2012,75%,U.S.A.,2.0,Alto Beni,Bolivia
Middlebury,"Balinese, Java",Indonesia,2012,70%,U.S.A.,2.5,"Balinese, Java",Indonesia
Millcreek Cacao Roasters,Ecuador,Ecuador,2013,70%,U.S.A.,2.5,Ecuador,Ecuador
Millcreek Cacao Roasters,Ecuador,Ecuador,2012,70%,U.S.A.,3.5,Ecuador,Ecuador
Mindo,Ecuador,Ecuador,2010,67%,U.S.A.,2.75,Ecuador,Ecuador
Mindo,Ecuador,Ecuador,2010,77%,U.S.A.,2.75,Ecuador,Ecuador
Minimal,"Acul-du-Nord, 2015",Haiti,2016,70%,Japan,3.5,"Acul-du-Nord, 2015",Haiti
Mission,"Fazenda Camboa, Bahia",Brazil,2016,75%,Brazil,3.75,"Fazenda Camboa, Bahia",Brazil
Mission,"Bahia, Fazenda Venturosa",Brazil,2015,70%,Brazil,3.5,"Bahia, Fazenda Venturosa",Brazil
Mita,Tumaco,Colombia,2012,65%,Colombia,2.5,Tumaco,Colombia
Moho,"Toledo District, w/ nibs",Belize,2013,73%,U.S.A.,3.25,"Toledo District, w/ nibs",Belize
Moho,Toledo District,Belize,2013,72%,U.S.A.,3.0,Toledo District,Belize
Moho,"Umoho R., Toledo District, San Felipe",Belize,2010,67%,U.S.A.,2.75,"Umoho R., Toledo District, San Felipe",Belize
Molucca,La Red,Domincan Republic,2015,70%,U.S.A.,3.0,La Red,Domincan Republic
Molucca,Indonesia,Indonesia,2015,70%,U.S.A.,2.75,Indonesia,Indonesia
Molucca,Peru,Peru,2015,70%,U.S.A.,3.25,Peru,Peru
Momotombo,Matagalpa,Nicaragua,2011,70%,Nicaragua,2.75,Matagalpa,Nicaragua
Momotombo,Mombacho,Nicaragua,2011,70%,Nicaragua,2.75,Mombacho,Nicaragua
Momotombo,Oscuro,Nicaragua,2011,70%,Nicaragua,3.25,Oscuro,Nicaragua
Monarque,Oko Caribe,Dominican Republic,2016,72%,Canada,3.5,Oko Caribe,Dominican Republic
Monsieur Truffe,Papaua New Guinea,Papua New Guinea,2014,70%,Australia,3.25,Papaua New Guinea,Papua New Guinea
Montecristi,Manabi,Ecuador,2015,70%,Ecuador,3.25,Manabi,Ecuador
Montecristi,Manabi,Ecuador,2015,63%,Ecuador,3.5,Manabi,Ecuador
Montecristi,Manabi,Ecuador,2015,85%,Ecuador,3.5,Manabi,Ecuador
Muchomas (Mesocacao),Nicaragua,Nicaragua,2015,70%,U.S.A.,3.5,Nicaragua,Nicaragua
Muchomas (Mesocacao),Nicaragua,Nicaragua,2015,80%,U.S.A.,3.5,Nicaragua,Nicaragua
Mutari,"Kokoa Kamili, batch 1 SRB",Tanzania,2016,68%,U.S.A.,2.75,"Kokoa Kamili, batch 1 SRB",Tanzania
Mutari,"Oko Caribe, batch 1 SRB",Domincan Republic,2016,71%,U.S.A.,2.75,"Oko Caribe, batch 1 SRB",Domincan Republic
Mutari,"Ambanja, batch 1 SRB",Madagascar,2016,68%,U.S.A.,2.75,"Ambanja, batch 1 SRB",Madagascar
Mutari,"Tien Giang, batch 1 SRB",Vietnam,2016,80%,U.S.A.,3.0,"Tien Giang, batch 1 SRB",Vietnam
Nahua,"Costa Rica, Oscuro",Costa Rica,2013,58%,Costa Rica,2.5,"Costa Rica, Oscuro",Costa Rica
Nahua,"Costa Rica, Oscuro",Costa Rica,2013,70%,Costa Rica,3.0,"Costa Rica, Oscuro",Costa Rica
Naive,Trinidad & Tobago,"Trinidad, Tobago",2013,70%,Lithuania,3.75,Trinidad & Tobago,"Trinidad, Tobago"
Naive,"Maranon Canyon, Fortunato No. 4",Peru,2013,78%,Lithuania,3.75,"Maranon Canyon, Fortunato No. 4",Peru
Naive,Grenada,Grenada,2012,71%,Lithuania,2.5,Grenada,Grenada
Na�ve,Nicaragua,Nicaragua,2014,70%,Lithuania,3.25,Nicaragua,Nicaragua
Na�ve,Chuao,Venezuela,2014,75%,Lithuania,2.75,Chuao,Venezuela
Na�ve,Barinas,Venezuela,2014,70%,Lithuania,3.0,Barinas,Venezuela
Nanea,Criollo Blend,Hawaii,2013,85%,U.S.A.,3.5,Criollo Blend,Hawaii
Nathan Miller,Peru,Peru,2014,72%,U.S.A.,2.25,Peru,Peru
Nathan Miller,Hispaniola,Dominican Republic,2014,70%,U.S.A.,2.5,Hispaniola,Dominican Republic
Nathan Miller,Madagascar,Madagascar,2014,73.50%,U.S.A.,2.5,Madagascar,Madagascar
Nathan Miller,Ghana,Ghana,2014,70%,U.S.A.,3.5,Ghana,Ghana
Neuhaus (Callebaut),Papua New Guinea,Papua New Guinea,2010,70%,Belgium,2.5,Papua New Guinea,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,Trinidad,2008,67%,Belgium,3.75,Manickchand Estate,Trinidad
Neuhaus (Callebaut),West Africa,West Africa,2006,73%,Belgium,2.0,West Africa,West Africa
Neuhaus (Callebaut),Sao Tome,Sao Tome,2006,75%,Belgium,2.75,Sao Tome,Sao Tome
Neuhaus (Callebaut),Ocumare,Venezuela,2006,71%,Belgium,3.0,Ocumare,Venezuela
Nibble,Patanemo,Venezuela,2015,72%,U.S.A.,2.25,Patanemo,Venezuela
Nibble,Elvesia P.,Dominican Republic,2015,72%,U.S.A.,2.75,Elvesia P.,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",Madagascar,2015,72%,U.S.A.,3.0,"Ambanja, Sambirano Valley",Madagascar
Nibble,Tumbes,Peru,2015,72%,U.S.A.,3.0,Tumbes,Peru
Night Owl,Peru,Peru,2013,75%,U.S.A.,2.75,Peru,Peru
Night Owl,Ecuador,Ecuador,2013,75%,U.S.A.,3.5,Ecuador,Ecuador
Noble Bean aka Jerjobo,Ghana,Ghana,2014,75%,U.S.A.,3.0,Ghana,Ghana
Noble Bean aka Jerjobo,Moho Valley,Belize,2014,75%,U.S.A.,3.0,Moho Valley,Belize
Noble Bean aka Jerjobo,Maranon Canyon,Peru,2014,75%,U.S.A.,3.25,Maranon Canyon,Peru
Noir d' Ebine,Venezuela,Venezuela,2012,70%,U.S.A.,3.0,Venezuela,Venezuela
Noir d' Ebine,Ecuador,Ecuador,2012,70%,U.S.A.,3.0,Ecuador,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",Nicaragua,2012,70%,Nicaragua,3.0,"La Patriota, cacao Indio, purple label",Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",Nicaragua,2012,75%,Niacragua,2.75,"La Dalia, Matagalpa,cacao Bisesto,green label",Nicaragua
Nova Monda,"Punta Galera, cacao Nacional, gold label",Ecuador,2012,80%,Nicaragua,3.25,"Punta Galera, cacao Nacional, gold label",Ecuador
Nuance,"Ghana, 2013",Ghana,2015,70%,U.S.A.,3.75,"Ghana, 2013",Ghana
Nuance,"Ecuador, 2013",Ecuador,2015,70%,U.S.A.,2.75,"Ecuador, 2013",Ecuador
Nuance,"Canoabo, 2013",Venezuela,2015,70%,U.S.A.,3.0,"Canoabo, 2013",Venezuela
Nuance,"Sambirano Valley, 2012",Madagascar,2015,70%,U.S.A.,3.5,"Sambirano Valley, 2012",Madagascar
Nuance,La Red,Dominican Republic,2015,70%,U.S.A.,3.75,La Red,Dominican Republic
Nugali,Fazenda Leolinda,Brazil,2016,70%,Brazil,3.5,Fazenda Leolinda,Brazil
Oakland Chocolate Co.,Jamaica,Jamaica,2010,70%,U.S.A.,2.5,Jamaica,Jamaica
Obolo,Pangoa,Peru,2015,70%,Chile,3.75,Pangoa,Peru
Obolo,"Pangoa, w/ nibs",Peru,2015,70%,Chile,3.75,"Pangoa, w/ nibs",Peru
Ocelot,Virunga,Congo,2015,70%,Scotland,3.75,Virunga,Congo
Ocelot,Piura,Peru,2015,75%,Scotland,4.0,Piura,Peru
Ocho,Sang Yum Coop,Samoa,2016,100%,New Zealand,2.75,Sang Yum Coop,Samoa
Ocho,Sang Yum Coop,Samoa,2016,70%,New Zealand,3.5,Sang Yum Coop,Samoa
Ocho,"PNG, Devotion",Papua New Guinea,2014,66%,New Zealand,2.75,"PNG, Devotion",Papua New Guinea
Ocho,"PNG, Revolution",Papua New Guinea,2014,70%,New Zealand,3.0,"PNG, Revolution",Papua New Guinea
Ocho,"PNG, Voodoo",Papua New Guinea,2014,88%,New Zealand,3.25,"PNG, Voodoo",Papua New Guinea
Ocho,"PNG, Nib Bar",Papua New Guinea,2014,74%,New Zealand,3.5,"PNG, Nib Bar",Papua New Guinea
Ohiyo,"San Juan Estate, Gran Couva",Trinidad,2015,70%,U.S.A.,2.75,"San Juan Estate, Gran Couva",Trinidad
Ohiyo,Tanzania,Tanzania,2015,70%,U.S.A.,3.0,Tanzania,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",Bolivia,2011,70%,Germany,3.5,"Sylvestre, Oialla",Bolivia
Olive and Sinclair,Dominican Republic prototype,Dominican Republic,2010,72%,U.S.A.,3.0,Dominican Republic prototype,Dominican Republic
Olive and Sinclair,Ghana prototype,Ghana,2010,72%,U.S.A.,3.0,Ghana prototype,Ghana
Olive and Sinclair,Dark 67,"Ghana, Domin. Rep",2009,67%,U.S.A.,2.75,Dark 67,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,"Ghana, Domin. Rep",2009,75%,U.S.A.,3.0,Dark 75,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,Carribean,2011,76%,Canada,2.0,Carribean-Raw,Carribean
Olivia,Carribean,Carribean,2011,76%,Canada,2.75,Carribean,Carribean
Olivia,Carribean,Carribean,2011,85%,Canada,2.75,Carribean,Carribean
Olivia,Carribean-Raw,Carribean,2011,85%,Canada,3.0,Carribean-Raw,Carribean
Omanhene,Ghana,Ghana,2011,80%,Ghana,2.75,Ghana,Ghana
Omnom,"Kakao Kamili, Kilombero Valley",Tanzania,2016,70%,Iceland,3.75,"Kakao Kamili, Kilombero Valley",Tanzania
Omnom,Papua New Guinea,Papua New Guinea,2014,70%,Iceland,3.0,Papua New Guinea,Papua New Guinea
Omnom,Madagascar,Madagascar,2014,66%,Iceland,3.5,Madagascar,Madagascar
organicfair,Maya Mountain,Belize,2013,74%,Canada,2.75,Maya Mountain,Belize
organicfair,La Red,Dominican Republic,2013,72%,Canada,2.75,La Red,Dominican Republic
organicfair,Nicaraqua,Nicaragua,2013,72%,Canada,2.75,Nicaraqua,Nicaragua
organicfair,Caribe,Dominican Republic,2013,72%,Canada,3.0,Caribe,Dominican Republic
organicfair,Mindo,Ecuador,2013,72%,Canada,3.0,Mindo,Ecuador
Original Beans (Felchlin),Papua Kerafat,Papua New Guinea,2014,68%,Switzerland,2.75,Papua Kerafat,Papua New Guinea
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",Bolivia,2011,66%,Switzerland,3.75,"Alto Beni, Wild Harvest, Itenez R. 24hr c.",Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",Congo,2009,70%,Switzerland,3.0,"D.R. Congo, Cru Virunga",Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",Peru,2009,75%,Switzerland,3.0,"Piura, Apotequil, ""Porcelana"" 72hr c.",Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",Bolivia,2009,68%,Switzerland,3.25,"Alto Beni, Wild Harvest, Itenez R., 60hr c.",Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",Hawaii,2009,60%,U.S.A.,3.0,"Hawai'i, Kona Grand Cru E.",Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",Hawaii,2006,60%,U.S.A.,3.0,"Hawai'i, Kona Estate Grown",Hawaii
Orquidea,Peru,Peru,2012,65%,Peru,3.0,Peru,Peru
Orquidea,Peru,Peru,2012,72%,Peru,3.0,Peru,Peru
Pacari,"Sierra Nevada, Tutu Iku",Colombia,2016,70%,Ecuador,4.0,"Sierra Nevada, Tutu Iku",Colombia
Pacari,Garaua,Ecuador,2014,70%,Ecuador,3.25,Garaua,Ecuador
Pacari,Cumbia,Ecuador,2014,70%,Ecuador,3.5,Cumbia,Ecuador
Pacari,Montubia,Ecuador,2014,70%,Ecuador,3.75,Montubia,Ecuador
Pacari,Tangara,Ecuador,2014,70%,Ecuador,4.0,Tangara,Ecuador
Pacari,"Ecuador, raw",Ecuador,2012,85%,Ecuador,2.75,"Ecuador, raw",Ecuador
Pacari,Piura,Peru,2012,70%,Ecuador,4.0,Piura,Peru
Pacari,Nube- prototype,Ecuador,2011,70%,Ecuador,3.5,Nube- prototype,Ecuador
Pacari,Esmeraldas,Ecuador,2008,60%,Ecuador,2.5,Esmeraldas,Ecuador
Pacari,Manabi,Ecuador,2008,65%,Ecuador,2.75,Manabi,Ecuador
Pacari,Los Rios,Ecuador,2008,72%,Ecuador,3.0,Los Rios,Ecuador
Pacari,Raw,Ecuador,2008,100%,Ecuador,2.0,Raw,Ecuador
Pacari,Raw,Ecuador,2008,70%,Ecuador,3.5,Raw,Ecuador
Palette de Bine,Lachua,Guatemala,2016,70%,Canada,2.75,Lachua,Guatemala
Palette de Bine,Maya Mtn,Belize,2016,72%,Canada,3.0,Maya Mtn,Belize
Palette de Bine,"Silvestre, La Paz, Beni",Bolivia,2015,70%,Canada,3.25,"Silvestre, La Paz, Beni",Bolivia
Palette de Bine,"San Juan Estate, Gran Couva",Trinidad,2015,70%,Canada,3.25,"San Juan Estate, Gran Couva",Trinidad
Palette de Bine,Kokoa Kamili,Tanzania,2015,72%,Canada,3.5,Kokoa Kamili,Tanzania
Palette de Bine,Lam Dong,Vietnam,2015,72%,Canada,3.75,Lam Dong,Vietnam
Palette de Bine,"Alto Beni, Palos Blancos",Bolivia,2014,72%,Canada,2.75,"Alto Beni, Palos Blancos",Bolivia
Palette de Bine,Sambirano,Madagascar,2014,78%,Canada,3.75,Sambirano,Madagascar
Palette de Bine,"Camino Verde P., Balao, Guayas",Ecuador,2014,75%,Canada,2.75,"Camino Verde P., Balao, Guayas",Ecuador
Palette de Bine,Duo- Gran Couva & Camino Verde,"Trinidad, Ecuador",2014,75%,Canada,3.5,Duo- Gran Couva & Camino Verde,"Trinidad, Ecuador"
Palette de Bine,Gran Couva,Trinidad,2014,70%,Canada,3.75,Gran Couva,Trinidad
Pangea,Matasawalevu,Fiji,2016,76%,Spain,3.0,Matasawalevu,Fiji
Park 75,South America,South America,2014,65%,U.S.A.,3.5,South America,South America
Parliament,Kilombero Valley,Tanzania,2016,70%,U.S.A.,3.25,Kilombero Valley,Tanzania
Parliament,"Lachua, Q'egchi families",Guatemala,2015,70%,U.S.A.,3.5,"Lachua, Q'egchi families",Guatemala
Parliament,Alto Beni,Bolivia,2014,70%,U.S.A.,3.0,Alto Beni,Bolivia
Parliament,Oko Caribe,Dominican Republic,2014,70%,U.S.A.,3.5,Oko Caribe,Dominican Republic
Pascha,Peru,Peru,2013,55%,Peru,2.5,Peru,Peru
Pascha,Peru,Peru,2013,70%,Peru,2.75,Peru,Peru
Patric,Madagascar,Madagascar,2009,75%,U.S.A.,4.0,Madagascar,Madagascar
Patric,Madagascar,Madagascar,2009,67%,U.S.A.,3.5,Madagascar,Madagascar
Patric,"Rio Caribe, Paria Penninsula",Venezuela,2009,70%,U.S.A.,3.5,"Rio Caribe, Paria Penninsula",Venezuela
Patric,Madagascar,Madagascar,2007,70%,U.S.A.,4.0,Madagascar,Madagascar
Patric,"Piura, Choc. Garage Exclusive",Peru,2013,67%,U.S.A.,4.0,"Piura, Choc. Garage Exclusive",Peru
Paul Young,"Madagascar, w/ shell",Madagascar,2014,73%,U.K.,2.25,"Madagascar, w/ shell",Madagascar
Paul Young,"Madagascar, w/ shell",Madagascar,2014,64%,U.K.,2.75,"Madagascar, w/ shell",Madagascar
Peppalo,Dominican Republic,Dominican Republic,2015,82%,U.S.A.,3.0,Dominican Republic,Dominican Republic
Pierre Marcolini,"Haut Penja, w/ nibs",Cameroon,2015,70%,Belgium,3.25,"Haut Penja, w/ nibs",Cameroon
Pierre Marcolini,Chuao,Venezuela,2010,75%,Belgium,3.0,Chuao,Venezuela
Pierre Marcolini,Trinite,Trinidad,2010,75%,Belgium,3.25,Trinite,Trinidad
Pierre Marcolini,"Baracoa, Cuba",Cuba,2010,78%,Belgium,3.75,"Baracoa, Cuba",Cuba
Pierre Marcolini,"Peru, Las Pampas P.",Peru,2010,85%,Belgium,3.0,"Peru, Las Pampas P.",Peru
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",Brazil,2009,72%,Belgium,3.0,"Bahia Brazil, Fazenda Sao Pedro",Brazil
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",Mexico,2009,72%,Belgium,3.0,"Porcelana, Tabasco, Finca La Joya",Mexico
Pierre Marcolini,Cabosse,"Venezuela, Java",2007,70%,Belgium,4.0,Cabosse,"Venezuela, Java"
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",Ecuador,2007,72%,Belgium,3.75,"Los Rios, Puerto Romero, Equateur",Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",Madagascar,2007,72%,Belgium,4.0,"Sambirano, Ambanja, Madagascar",Madagascar
Pierre Marcolini,Fleur de Cacao,Venezuela/ Ghana,2007,85%,Belgium,3.5,Fleur de Cacao,Venezuela/ Ghana
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",Mexico,2006,72%,Belgium,4.0,"Porcelana, Tabasco, Limited Ed.",Mexico
Pierre Marcolini,"Kendem Lembu, Java",Indonesia,2006,72%,Belgium,3.0,"Kendem Lembu, Java",Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",Venezuela,2006,72%,Belgium,4.0,"Ocumare, Puerto Cabello, Venezuela",Venezuela
Pinellas,Wampusirpi Region,Honduras,2016,80%,U.S.A.,2.5,Wampusirpi Region,Honduras
Pitch Dark,Tenor,Nicaragua,2015,62%,U.S.A.,2.5,Tenor,Nicaragua
Pitch Dark,Johe,Nicaragua,2015,80%,U.S.A.,2.75,Johe,Nicaragua
Pitch Dark,Chuno,Nicaragua,2015,80%,U.S.A.,2.75,Chuno,Nicaragua
Pitch Dark,Nicalizo,Nicaragua,2015,80%,U.S.A.,2.75,Nicalizo,Nicaragua
Pitch Dark,Rugoso,Nicaragua,2015,80%,U.S.A.,3.25,Rugoso,Nicaragua
Pitch Dark,Akesson Estate,Madagascar,2014,73%,U.S.A.,3.25,Akesson Estate,Madagascar
Pitch Dark,Namau Village,Fiji,2014,73%,U.S.A.,2.5,Namau Village,Fiji
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",Ecuador,2014,73%,U.S.A.,3.25,"Camino Verde P., Balao, Guayas, ""Fruity""",Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",Ecuador,2014,73%,U.S.A.,3.5,"Camino Verde P., Balao, Guayas, ""Floral""",Ecuador
Pomm (aka Dead Dog),"La Red, 2011",Dominican Republic,2012,76%,U.S.A.,2.5,"La Red, 2011",Dominican Republic
Pomm (aka Dead Dog),Peru,Peru,2012,82%,U.S.A.,2.75,Peru,Peru
Potomac,"Oko Caribe, Duarte Province, 2016 H.",Domincan Republic,2016,70%,U.S.A.,3.75,"Oko Caribe, Duarte Province, 2016 H.",Domincan Republic
Potomac,"Cuyagua, 2013",Venezuela,2014,70%,U.S.A.,3.75,"Cuyagua, 2013",Venezuela
