id,company,specific_bean_origin,review_date,cocoa_percent,company_location,rating,bean_type,bean_origin_country
1235,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009,68%,Switzerland,3.25,,Bolivia
1236,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",2009,60%,U.S.A.,3.0,Criollo,Hawaii
1237,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",2006,60%,U.S.A.,3.0,,Hawaii
1238,Orquidea,Peru,2012,65%,Peru,3.0,,Peru
1239,Orquidea,Peru,2012,72%,Peru,3.0,,Peru
1240,Pacari,"Sierra Nevada, Tutu Iku",2016,70%,Ecuador,4.0,,Colombia
1241,Pacari,Garaua,2014,70%,Ecuador,3.25,,Ecuador
1242,Pacari,Cumbia,2014,70%,Ecuador,3.5,,Ecuador
1243,Pacari,Montubia,2014,70%,Ecuador,3.75,,Ecuador
1244,Pacari,Tangara,2014,70%,Ecuador,4.0,,Ecuador
1245,Pacari,"Ecuador, raw",2012,85%,Ecuador,2.75,,Ecuador
1246,Pacari,Piura,2012,70%,Ecuador,4.0,,Peru
1247,Pacari,Nube- prototype,2011,70%,Ecuador,3.5,,Ecuador
1248,Pacari,Esmeraldas,2008,60%,Ecuador,2.5,Forastero (Arriba),Ecuador
1249,Pacari,Manabi,2008,65%,Ecuador,2.75,Forastero (Arriba),Ecuador
1250,Pacari,Los Rios,2008,72%,Ecuador,3.0,Forastero (Arriba),Ecuador
1251,Pacari,Raw,2008,100%,Ecuador,2.0,Forastero (Arriba),Ecuador
1252,Pacari,Raw,2008,70%,Ecuador,3.5,Forastero (Arriba),Ecuador
1253,Palette de Bine,Lachua,2016,70%,Canada,2.75,,Guatemala
1254,Palette de Bine,Maya Mtn,2016,72%,Canada,3.0,Trinitario,Belize
1255,Palette de Bine,"Silvestre, La Paz, Beni",2015,70%,Canada,3.25,,Bolivia
1256,Palette de Bine,"San Juan Estate, Gran Couva",2015,70%,Canada,3.25,Trinitario,Trinidad
1257,Palette de Bine,Kokoa Kamili,2015,72%,Canada,3.5,,Tanzania
1258,Palette de Bine,Lam Dong,2015,72%,Canada,3.75,Trinitario,Vietnam
1259,Palette de Bine,"Alto Beni, Palos Blancos",2014,72%,Canada,2.75,,Bolivia
1260,Palette de Bine,Sambirano,2014,78%,Canada,3.75,Trinitario,Madagascar
1261,Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75%,Canada,2.75,,Ecuador
1262,Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75%,Canada,3.5,Blend,"Trinidad, Ecuador"
1263,Palette de Bine,Gran Couva,2014,70%,Canada,3.75,Trinitario,Trinidad
1264,Pangea,Matasawalevu,2016,76%,Spain,3.0,,Fiji
1265,Park 75,South America,2014,65%,U.S.A.,3.5,,South America
1266,Parliament,Kilombero Valley,2016,70%,U.S.A.,3.25,,Tanzania
1267,Parliament,"Lachua, Q'egchi families",2015,70%,U.S.A.,3.5,,Guatemala
1268,Parliament,Alto Beni,2014,70%,U.S.A.,3.0,,Bolivia
1269,Parliament,Oko Caribe,2014,70%,U.S.A.,3.5,,Dominican Republic
1270,Pascha,Peru,2013,55%,Peru,2.5,,Peru
1271,Pascha,Peru,2013,70%,Peru,2.75,,Peru
1272,Patric,Signature Blend,2011,70%,U.S.A.,3.75,Blend,
1273,Patric,Madagascar,2009,75%,U.S.A.,4.0,Trinitario,Madagascar
1274,Patric,Madagascar,2009,67%,U.S.A.,3.5,Trinitario,Madagascar
1275,Patric,"Rio Caribe, Paria Penninsula",2009,70%,U.S.A.,3.5,Trinitario,Venezuela
1276,Patric,Madagascar,2007,70%,U.S.A.,4.0,Trinitario,Madagascar
1277,Patric,"Piura, Choc. Garage Exclusive",2013,67%,U.S.A.,4.0,,Peru
1278,Paul Young,"Madagascar, w/ shell",2014,73%,U.K.,2.25,Trinitario,Madagascar
1279,Paul Young,"Madagascar, w/ shell",2014,64%,U.K.,2.75,Trinitario,Madagascar
1280,Peppalo,Dominican Republic,2015,82%,U.S.A.,3.0,,Dominican Republic
1281,Pierre Marcolini,"Haut Penja, w/ nibs",2015,70%,Belgium,3.25,Forastero,Cameroon
1282,Pierre Marcolini,Chuao,2010,75%,Belgium,3.0,Criollo,Venezuela
1283,Pierre Marcolini,Trinite,2010,75%,Belgium,3.25,Trinitario,Trinidad
1284,Pierre Marcolini,"Baracoa, Cuba",2010,78%,Belgium,3.75,"Criollo, Forastero",Cuba
1285,Pierre Marcolini,"Peru, Las Pampas P.",2010,85%,Belgium,3.0,Criollo,Peru
1286,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72%,Belgium,3.0,Forastero,Brazil
1287,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72%,Belgium,3.0,Criollo,Mexico
1288,Pierre Marcolini,Cabosse,2007,70%,Belgium,4.0,Blend,"Venezuela, Java"
1289,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007,72%,Belgium,3.75,Forastero (Nacional),Ecuador
1290,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,72%,Belgium,4.0,Trinitario,Madagascar
1291,Pierre Marcolini,Fleur de Cacao,2007,85%,Belgium,3.5,Blend,Venezuela/ Ghana
1292,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72%,Belgium,4.0,Criollo,Mexico
1293,Pierre Marcolini,"Kendem Lembu, Java",2006,72%,Belgium,3.0,Criollo,Indonesia
1294,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72%,Belgium,4.0,Criollo,Venezuela
1295,Pinellas,Wampusirpi Region,2016,80%,U.S.A.,2.5,,Honduras
1296,Pitch Dark,Tenor,2015,62%,U.S.A.,2.5,,Nicaragua
1297,Pitch Dark,Johe,2015,80%,U.S.A.,2.75,,Nicaragua
1298,Pitch Dark,Chuno,2015,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
1299,Pitch Dark,Nicalizo,2015,80%,U.S.A.,2.75,Trinitario,Nicaragua
1300,Pitch Dark,Rugoso,2015,80%,U.S.A.,3.25,,Nicaragua
1301,Pitch Dark,Akesson Estate,2014,73%,U.S.A.,3.25,Trinitario,Madagascar
1302,Pitch Dark,Namau Village,2014,73%,U.S.A.,2.5,Trinitario,Fiji
1303,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73%,U.S.A.,3.25,,Ecuador
1304,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73%,U.S.A.,3.5,,Ecuador
1305,Pomm (aka Dead Dog),"La Red, 2011",2012,76%,U.S.A.,2.5,,Dominican Republic
1306,Pomm (aka Dead Dog),Peru,2012,82%,U.S.A.,2.75,Criollo,Peru
1307,Potomac,"Oko Caribe, Duarte Province, 2016 H.",2016,70%,U.S.A.,3.75,,Domincan Republic
1308,Potomac,"Cuyagua, 2013",2014,70%,U.S.A.,3.75,,Venezuela
1309,Potomac,Upala w/ nibs,2011,70%,U.S.A.,3.5,Matina,Costa Rica
1310,Potomac,"Upala, Batch 18",2011,70%,U.S.A.,3.0,Matina,Costa Rica
1311,Potomac,"San Martin, Amazonian Highlands",2011,70%,U.S.A.,2.75,,Peru
1312,Potomac,Bahia,2011,70%,U.S.A.,3.5,,Brazil
1313,Potomac,"Upala, Batch 12",2010,82%,U.S.A.,3.75,Matina,Costa Rica
1314,Pralus,Peru,2015,75%,France,3.25,,Peru
1315,Pralus,"Porcelana, S. of Lake Maracaibo",2011,75%,France,3.25,Criollo (Porcelana),Venezuela
1316,Pralus,Chuao,2010,75%,France,3.5,Trinitario,Venezuela
1317,Pralus,Cuyagua,2009,75%,France,2.0,,Venezuela
1318,Pralus,Papouasie,2008,75%,France,3.0,Trinitario,Papua New Guinea
1319,Pralus,"Sambirano Valley, Le 100%",2008,100%,France,3.0,Criollo,Madagascar
1320,Pralus,Dominican Republic-Organic,2008,75%,France,2.0,,Dominican Republic
1321,Pralus,"Monte Alegre, Diego Badero",2008,75%,France,3.5,,Brazil
1322,Pralus,Claudio Corallo w/ nibs,2007,75%,France,4.0,Forastero,Sao Tome
1323,Pralus,"Monte Alegre (Itacare), Brazil",2006,75%,France,3.0,Forastero,Brazil
1324,Pralus,Tanzania,2006,75%,France,3.5,Criollo,Tanzania
1325,Pralus,Sao Tome & Principe,2006,75%,France,3.5,Forastero,Sao Tome & Principe
1326,Pralus,Trinidad,2006,75%,France,3.5,Trinitario,Trinidad
1327,Pralus,"Madagascar, Nosy Be Isle.",2006,75%,France,3.75,Criollo,Madagascar
1328,Pralus,"Java, Indonesie",2006,75%,France,3.5,Criollo,Indonesia
1329,Pralus,"Barlovento, Venezuela",2006,75%,France,3.5,Trinitario,Venezuela
1330,Pralus,Jamaique,2006,75%,France,4.0,Trinitario,Jamaica
1331,Pralus,Equateur,2006,75%,France,3.0,Trinitario,Ecuador
1332,Pralus,Vanuatu,2006,75%,France,3.0,Trinitario,Vanuatu
1333,Pralus,Ghana,2006,75%,France,3.25,Forastero,Ghana
1334,Pralus,Colombie,2006,75%,France,3.5,Trinitario,Colombia
1335,Pralus,Fortissima,2006,80%,France,4.0,"Criollo, Trinitario",Ecuador
1336,Pralus,Cuba,2006,75%,France,3.0,Trinitario,Cuba
1337,Pralus,"Caracas, Venezuela and Ghana",2006,75%,France,3.0,"Trinitario, Forastero","Venezuela, Ghana"
1338,Pralus,"Djakarta, Java and Ghana",2006,75%,France,3.5,"Criollo, Forastero","Indonesia, Ghana"
1339,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",2016,77%,U.K.,3.5,,Ecuador
1340,Pump Street Bakery,"Crayfish Bay Estate, 2014",2015,70%,U.K.,3.5,Trinitario,Grenada
1341,Pump Street Bakery,"Akesson's, batch 4411",2015,74%,U.K.,3.5,Criollo,Madagascar
1342,Pump Street Bakery,Honduras,2015,80%,U.K.,2.75,,Honduras
1343,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",2014,75%,U.K.,2.75,Trinitario,Venezuela
1344,Pump Street Bakery,Guantupi River,2014,75%,U.K.,3.0,Forastero (Nacional),Ecuador
1345,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",2014,72%,U.K.,3.25,Trinitario,Madagascar
1346,Pump Street Bakery,Guantupi River,2014,85%,U.K.,2.75,Forastero (Nacional),Ecuador
1347,Pura Delizia,Venezuela,2012,73%,Italy,2.75,,Venezuela
1348,Q Chocolate,Brazil,2013,75%,Brazil,3.25,,Brazil
1349,Q Chocolate,Brazil,2013,85%,Brazil,3.5,,Brazil
1350,Q Chocolate,Brazil,2013,55%,Brazil,2.75,,Brazil
1351,Q Chocolate,Brazil,2013,80%,Brazil,3.25,,Brazil
1352,Q Chocolate,Brazil,2012,60%,Brazil,3.0,,Brazil
1353,Q Chocolate,Brazil,2012,65%,Brazil,3.25,,Brazil
1354,Quetzalli (Wolter),"Mexico, Lot 28022016",2016,70%,Mexico,2.75,Criollo,Mexico
1355,Quetzalli (Wolter),"Uranga, Lot 22032016",2016,74%,Mexico,3.0,Trinitario,Mexico
1356,Raaka,Amazon Basin Blend,2016,70%,U.S.A.,3.0,,"Peru(SMartin,Pangoa,nacional)"
1357,Raaka,Virunga,2015,75%,U.S.A.,2.75,Forastero,Congo
1358,Raaka,Madagascar,2012,75%,U.S.A.,3.25,Trinitario,Madagascar
1359,Raaka,La Red,2011,85%,U.S.A.,3.5,,Dominican Republic
1360,Rain Republic,Suchitepequez E.,2010,70%,Guatemala,2.75,,Guatemala
1361,Rancho San Jacinto,Ecuador,2010,75%,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador
1362,Ranger,"San Martin, Batch 2",2015,70%,U.S.A.,2.5,,Peru
1363,Ranger,"Chulucanas, Batch 1",2015,80%,U.S.A.,3.25,,Peru
1364,Ranger,"Tumbes, Batch 2",2015,73%,U.S.A.,3.5,Criollo,Peru
1365,Raoul Boulanger,Piura,2016,75%,France,3.25,Criollo,Peru
1366,Raw Cocoa,Raw,2012,70%,Poland,2.5,Criollo,
1367,Republica del Cacao (aka Confecta),Esmeraldas,2010,75%,Ecuador,3.25,,Ecuador
1368,Republica del Cacao (aka Confecta),"Los Rios, Vinces",2009,75%,Ecuador,2.5,Forastero (Arriba),Ecuador
1369,Republica del Cacao (aka Confecta),Manabi,2007,75%,Ecuador,3.0,Forastero (Arriba),Ecuador
1370,Republica del Cacao (aka Confecta),El Oro,2007,67%,Ecuador,3.5,Forastero (Arriba),Ecuador
1371,Republica del Cacao (aka Confecta),Los Rios,2007,75%,Ecuador,3.75,Forastero (Arriba),Ecuador
1372,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",2016,75%,U.S.A.,3.75,,Ecuador
1373,Ritual,"Camino Verde P., Balao, Guayas, 2014",2015,85%,U.S.A.,3.5,,Ecuador
1374,Ritual,"Mid Mountain, 2014",2015,70%,U.S.A.,3.5,Blend,
1375,Ritual,"Toledo District, Maya",2013,75%,U.S.A.,3.75,Trinitario,Belize
1376,Ritual,"Maranon, Cajamarca",2013,75%,U.S.A.,3.0,Forastero (Nacional),Peru
1377,Ritual,Sambirano,2012,75%,U.S.A.,4.0,Trinitario,Madagascar
1378,Ritual,"Camino Verde P., 2012, Balao, Guayas",2012,75%,U.S.A.,3.25,Nacional (Arriba),Ecuador
1379,Ritual,Gran Couva,2012,75%,U.S.A.,3.5,Trinitario,Trinidad
1380,Ritual,Costa Rica,2011,75%,U.S.A.,3.5,,Costa Rica
1381,Roasting Masters,"La Dorado, light roast",2016,70%,South Korea,3.25,,Costa Rica
1382,Roasting Masters,"Tapanti, light roast",2016,70%,South Korea,3.25,,Costa Rica
1383,Roasting Masters,Maleku,2016,70%,South Korea,3.25,,Costa Rica
1384,Robert (aka Chocolaterie Robert),Madagascar,2013,75%,Madagascar,3.25,Trinitario,Madagascar
1385,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,2013,68%,Madagascar,3.25,Trinitario,Madagascar
1386,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",2012,66%,U.K.,3.5,Trinitario,Grenada
1387,Rogue,"La Masica, Batch 1, FHIA Research Center",2016,75%,U.S.A.,3.75,,Honduras
1388,Rogue,"Caranero, Choc. Garage Exclusive",2015,70%,U.S.A.,3.75,,Venezuela
1389,Rogue,"Tranquilidad, Batch 1",2015,75%,U.S.A.,3.25,,Bolivia
1390,Rogue,Porcelana,2014,80%,U.S.A.,3.75,Criollo,Venezuela
1391,Rogue,"Akessons Estate, Sambirano, 2013",2013,70%,U.S.A.,3.5,Trinitario,Madagascar
1392,Rogue,"Hispaniola, 2013",2013,70%,U.S.A.,3.5,,Dominican Republic
1393,Rogue,"Silvestre, Batch 7, 2013",2013,75%,U.S.A.,4.0,,Bolivia
1394,Rogue,"Bachelor's Hall E., St. Thomas Parish",2013,75%,U.S.A.,3.75,Trinitario,Jamaica
1395,Rogue,"Camino Verde P., Balao, Guayas",2012,75%,U.S.A.,3.75,Nacional (Arriba),Ecuador
1396,Rogue,"Silvestre, Batch 1, 2011",2011,75%,U.S.A.,3.0,Criollo,Bolivia
1397,Rogue,Piura,2010,75%,U.S.A.,3.75,,Peru
1398,Rogue,Rio Caribe,2009,70%,U.S.A.,3.5,Trinitario,Venezuela
1399,Rogue,"Hispaniola, 2008",2008,70%,U.S.A.,2.75,,Dominican Republic
1400,Rogue,Jamaica,2008,70%,U.S.A.,2.75,Trinitario,Jamaica
1401,Rogue,"Sambirano, 2008",2008,70%,U.S.A.,2.75,Trinitario,Madagascar
1402,Rogue,Trinidad,2008,70%,U.S.A.,3.0,Trinitario,Trinidad
1403,Rozsavolgyi,Sur del Lago,2012,84%,Hungary,2.5,,Venezuela
1404,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",2012,76%,Hungary,2.25,Trinitario,Venezuela
1405,Rozsavolgyi,"Sambirano, Akesson Estate",2012,72%,Hungary,2.5,Trinitario,Madagascar
1406,Rozsavolgyi,Carenero Superior,2011,73%,Hungary,3.5,Criollo,Venezuela
1407,Rozsavolgyi,Porcelana,2011,71%,Hungary,2.5,,Venezuela
1408,Rozsavolgyi,"Aragua, Trincheras",2011,70%,Hungary,3.5,,Venezuela
1409,Rozsavolgyi,Principe,2011,77%,Hungary,2.75,Forastero,Principe
1410,S.A.I.D.,Malgascio,2010,64%,Italy,3.5,Trinitario,Madagascar
1411,S.A.I.D.,100 percent,2010,100%,Italy,1.5,,
1412,S.A.I.D.,Samana,2010,70%,Italy,3.0,,Dominican Republic
1413,S.A.I.D.,Arawak,2010,72%,Italy,3.5,,Carribean
1414,S.A.I.D.,Latino,2010,72%,Italy,3.5,,
1415,Sacred,Midnight,2012,83%,U.S.A.,2.75,,Central and S. America
1416,Sacred,Twilight,2012,69%,U.S.A.,3.25,,Central and S. America
1417,Salgado,Bahia Superior,2008,70%,Argentina,3.5,Forastero,Brazil
1418,Salgado,Esmeraldas,2008,70%,Argentina,3.5,Forastero (Nacional),Ecuador
1419,Salgado,Carenero Superior,2008,70%,Argentina,3.5,Trinitario,Venezuela
1420,Salgado,Rio Arriba,2008,70%,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
1421,Santander (Compania Nacional),Colombian 2008,2009,75%,Colombia,2.75,Forastero (Nacional),Colombia
1422,Santander (Compania Nacional),Colombian w/ nibs,2009,70%,Colombia,3.0,Forastero (Nacional),Colombia
1423,Santander (Compania Nacional),Colombian Semi Dark,2006,53%,Colombia,2.0,Forastero (Nacional),Colombia
1424,Santander (Compania Nacional),Colombian,2006,65%,Colombia,3.0,Forastero (Nacional),Colombia
1425,Santander (Compania Nacional),Colombian Dark,2006,70%,Colombia,4.0,Forastero (Nacional),Colombia
1426,Santome,Sao Tome,2011,70%,France,2.75,Forastero,Sao Tome
1427,Scharffen Berger,San Juan de Cheni,2012,78%,U.S.A.,4.0,,Peru
1428,Scharffen Berger,Markham Valley,2011,68%,U.S.A.,3.75,,Papua New Guinea
1429,Scharffen Berger,Camahogne,2010,68%,U.S.A.,3.5,Trinitario,Grenada
1430,Scharffen Berger,Amina,2010,65%,U.S.A.,3.75,"Trinitario, Criollo",Madagascar
1431,Scharffen Berger,Tome Acu,2009,68%,U.S.A.,3.75,,Brazil
1432,Scharffen Berger,Asante,2009,65%,U.S.A.,4.0,Forastero,Ghana
1433,Scharffen Berger,Ben Tre,2009,72%,U.S.A.,3.75,Trinitario,Vietnam
1434,Scharffen Berger,Finisterra,2008,72%,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad."
1435,Scharffen Berger,Las Islas,2007,72%,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri)
1436,Scharffen Berger,Nibby,2007,62%,U.S.A.,3.0,,
1437,Scharffen Berger,Cuyagua,2007,75%,U.S.A.,3.75,,Venezuela
1438,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),2007,75%,U.S.A.,3.0,Blend,Carribean
1439,Scharffen Berger,Extra Dark,2006,82%,U.S.A.,2.0,,
1440,Scharffen Berger,Bittersweet,2006,70%,U.S.A.,3.5,Blend,
1441,Scharffen Berger,Kumasi Sambirano,2006,68%,U.S.A.,2.0,Blend,Ghana & Madagascar
1442,Scharffen Berger,Jamaica a l'ancienne,2006,70%,U.S.A.,2.0,Trinitario,Jamaica
1443,Scharffen Berger,Semisweet,2006,62%,U.S.A.,3.0,Blend,
1444,Seaforth,Dominican Republic,2015,70%,U.K.,2.75,,Domincan Republic
1445,Seaforth,Grenada,2015,70%,U.K.,2.75,,Grenada
1446,Shark Mountain,Jamaica,2015,72%,U.S.A.,3.25,Trinitario,Jamaica
1447,Shark Mountain,Papua New Guinea,2015,73%,U.S.A.,3.5,Forastero,Papua New Guinea
1448,Shark Mountain,Cuyagua,2015,77%,U.S.A.,2.75,Criollo,Venezuela
1449,Shark Mountain,ROIG,2015,74%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
1450,Shark Mountain,Ecuador,2014,75%,U.S.A.,3.0,Trinitario,Ecuador
1451,Shark Mountain,"Belize, 2013",2014,72%,U.S.A.,3.25,"Criollo, Trinitario",Belize
1452,Shark's,Hilo,2011,73%,U.S.A.,2.0,,Hawaii
1453,Shark's,"Hilo, w/ added cocoa butter",2011,73%,U.S.A.,2.5,,Hawaii
1454,Shattel,Tingo Maria,2016,70%,Peru,3.25,,Peru
1455,Shattell,Porcelana,2011,75%,Peru,3.5,Criollo,Peru
1456,Sibu,Oro,2015,82%,Costa Rica,3.25,,Costa Rica
1457,Sibu,Oscuro,2015,70%,Costa Rica,3.5,,Costa Rica
1458,Sibu Sura,Peru,2012,70%,U.S.A.,2.5,,Peru
1459,Silvio Bessone,Maya Belize,2011,67%,Italy,3.0,Criollo,Belize
1460,Silvio Bessone,"Trintade, Sao Tome",2011,65%,Italy,3.25,Forastero,Sao Tome
1461,Silvio Bessone,"Bahia, Scavina",2011,60%,Italy,3.25,Trinitario,Brazil
1462,Silvio Bessone,"Porcelana, Colombia, Amazonas",2011,68%,Italy,3.0,"Criollo, Trinitario",Colombia
1463,Sirene,Wild Bolivia,2016,73%,Canada,3.5,,Bolivia
1464,Sirene,Kokoa Kamili Coop,2016,73%,Canada,3.5,,Tanzania
1465,Sirene,"Esmeraldas, Salazar Farm",2016,73%,Canada,3.75,,Ecuador
1466,Sirene,"Somia Plantation, 2012",2015,100%,Canada,3.0,Trinitario,Madagascar
1467,Sirene,"Camino Verde P., Balao, Guayas, 2012",2015,100%,Canada,3.0,,Ecuador
1468,Sirene,Lachua w/ cane sugar,2015,73%,Canada,3.0,,Guatemala
1469,Sirene,"Lachua w/ maple sugar, batch 5",2015,73%,Canada,3.25,,Guatemala
1470,Sirene,Pisa,2015,73%,Canada,3.25,,Haiti
1471,Sirene,"Somia Plantation, 2012",2014,67%,Canada,3.75,Trinitario,Madagascar
1472,Sirene,"Somia Plantation, 2012",2014,73%,Canada,3.75,Trinitario,Madagascar
1473,Sirene,"Camino Verde P., Balao, Guayas",2014,73%,Canada,3.75,,Ecuador
1474,Sjolinds,Ghana,2015,70%,U.S.A.,2.75,Forastero,Ghana
1475,Sjolinds,Nicaragua,2015,72%,U.S.A.,3.0,,Nicaragua
1476,"Smooth Chocolator, The","Oko Caribe, DOR005",2017,70%,Australia,3.5,,Dominican Republic
1477,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",2016,70%,Australia,3.75,Criollo,Venezuela
1478,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",2016,70%,Australia,4.0,Criollo,Ecuador
1479,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",2016,70%,Australia,3.75,,Belize
1480,"Smooth Chocolator, The",Tien Giang,2016,70%,Australia,3.0,Trinitario,Vietnam
1481,"Smooth Chocolator, The",Australia,2016,67%,Australia,3.75,,Australia
1482,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",2016,70%,Australia,3.25,,Guatemala
1483,"Smooth Chocolator, The",Akesson's Estate,2015,65%,Australia,3.25,Trinitario,Madagascar
1484,"Smooth Chocolator, The",Akesson's Estate,2015,70%,Australia,3.5,Trinitario,Madagascar
1485,"Smooth Chocolator, The",Kokoa Kamili,2015,67%,Australia,3.75,,Tanzania
1486,"Smooth Chocolator, The",San Juan Estate,2015,70%,Australia,3.75,Trinitario,Trinidad
1487,"Smooth Chocolator, The",Camino Verde,2015,72%,Australia,4.0,,Ecuador
1488,"Smooth Chocolator, The",Bolivia,2015,72%,Australia,2.75,,Bolivia
1489,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",2015,65%,Australia,3.5,,Papua New Guinea
1490,"Smooth Chocolator, The","Maranon, batch 2",2015,67%,Australia,3.0,Forastero (Nacional),Peru
1491,"Smooth Chocolator, The","Chuao, batch 3",2015,70%,Australia,3.75,Trinitario,Venezuela
1492,Snake & Butterfly,Ghana,2011,67%,U.S.A.,1.5,Forastero,Ghana
1493,Snake & Butterfly,Madagascar,2010,68%,U.S.A.,3.0,Trinitario,Madagascar
1494,Snake & Butterfly,Ecuador,2010,68%,U.S.A.,3.25,,Ecuador
1495,Sol Cacao,"Ecuador, Batch 1",2016,70%,U.S.A.,3.5,,Ecuador
1496,Sol Cacao,Madagascar,2015,72%,U.S.A.,3.0,Trinitario,Madagascar
1497,Solkiki,"Maranon, Fortunato No. 4",2016,68%,U.K.,2.75,Forastero (Nacional),Peru
1498,Solkiki,"Castillo, Hispaniola, unroasted",2016,85%,U.K.,2.75,,Domincan Republic
1499,Solomons Gold,Solomon Island,2016,70%,New Zealand,3.25,,Solomon Islands
1500,Solomons Gold,Solomon Island w/ nibs,2016,75%,New Zealand,3.25,,Solomon Islands
1501,Solstice,Bundibugyo,2014,70%,U.S.A.,3.0,"Forastero, Trinitario",Uganda
1502,Solstice,Sambirano,2013,70%,U.S.A.,3.0,Trinitario,Madagascar
1503,Solstice,Amazonas,2013,70%,U.S.A.,3.0,,Venezuela
1504,Solstice,Bolivia,2013,70%,U.S.A.,3.25,,Bolivia
1505,Solstice,San Martin,2013,70%,U.S.A.,3.25,,Peru
1506,Solstice,Wasatch,2013,70%,U.S.A.,3.5,Blend,
1507,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",2016,62%,Canada,3.5,,Domincan Republic
1508,Soma,"Sambirano Valley, Black Science, B-60307.0",2016,70%,Canada,3.5,Trinitario,Madagascar
1509,Soma,"Bahia Black, batch bra50722.1",2016,70%,Canada,3.5,Forastero (Parazinho),Brazil
1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75%,Canada,3.75,,"Ven.,Ecu.,Peru,Nic."
1511,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",2016,70%,Canada,3.75,Trinitario,Nicaragua
1512,Soma,"Tien Giang, Black S., batch VIT60420.0",2016,70%,Canada,4.0,Trinitario,Vietnam
1513,Soma,"Camino Verde, Black S., batch cvu6030.0",2016,70%,Canada,3.25,,Ecuador
1514,Soma,CSB Chama,2015,70%,Canada,3.5,Criollo,Venezuela
1515,Soma,Porcelana,2015,75%,Canada,4.0,,Venezuela
1516,Soma,"La Tronca, Matagalpa",2014,70%,Canada,3.5,,Nicaragua
1517,Soma,Maranon Canyon,2014,70%,Canada,3.75,Forastero (Nacional),Peru
1518,Soma,La Dalia,2014,70%,Canada,3.25,Trinitario,Nicaragua
1519,Soma,"Camino Verde P., Balao, Guayas",2014,80%,Canada,3.5,Forastero (Nacional),Ecuador
1520,Soma,"Espiritu Santo, 'Smoke Monster'",2014,70%,Canada,3.75,Forastero (Amelonado),Vanuatu
1521,Soma,Little Big Man,2014,70%,Canada,3.25,Blend,Madagascar & Ecuador
1522,Soma,"Rizek Cacao, Domin. Rep.",2013,77%,Canada,3.75,Trinitario,Dominican Republic
1523,Soma,Java,2013,70%,Canada,3.25,Criollo,Indonesia
1524,Soma,"Apurimac, El Quinacho Co-op",2013,70%,Canada,2.75,Criollo,Peru
1525,Soma,"Sangre Grande P., Trinidad",2013,70%,Canada,3.75,Trinitario,Trinidad
1526,Soma,Chef's Blend,2013,70%,Canada,3.25,,
1527,Soma,Patanemo,2013,70%,Canada,3.75,Criollo,Venezuela
1528,Soma,Crazy 88,2013,88%,Canada,4.0,,"Guat., D.R., Peru, Mad., PNG"
1529,Soma,"Maracaibo, El Vigia",2013,70%,Canada,4.0,Criollo,Venezuela
1530,Soma,Equator,2013,67%,Canada,4.0,,"Peru, Dom. Rep"
1531,Soma,Orinoco,2013,70%,Canada,3.25,Forastero,Venezuela
1532,Soma,"Bachelor's Hall E., St. Thomas Parish",2013,70%,Canada,4.0,Trinitario,Jamaica
1533,Soma,Noula Coop,2012,70%,Canada,3.25,,Haiti
1534,Soma,O'ahu,2012,70%,Canada,3.75,,Hawaii
